Time;Consumption;;
22.10.2021 6.00;2,18;;
22.10.2021 7.00;1,87;;
22.10.2021 8.00;1,66;;
22.10.2021 9.00;1,3;;
22.10.2021 10.00;1,36;;
22.10.2021 11.00;1,45;;
22.10.2021 12.00;2,41;;
22.10.2021 13.00;2,37;;
22.10.2021 14.00;1,47;;
22.10.2021 15.00;1,38;;
22.10.2021 16.00;2,29;;
22.10.2021 17.00;2,1;;
22.10.2021 18.00;1,54;;
22.10.2021 19.00;3,83;;
22.10.2021 20.00;2,44;;
22.10.2021 21.00;1,62;;
22.10.2021 22.00;2,48;;
22.10.2021 23.00;4,55;;
23.10.2021 0.00;4,44;;
23.10.2021 1.00;3,97;;
23.10.2021 2.00;2,51;;
23.10.2021 3.00;2,43;;
23.10.2021 4.00;1,37;;
23.10.2021 5.00;0,8;;
23.10.2021 6.00;1,29;;
23.10.2021 7.00;1,42;;
23.10.2021 8.00;1,51;;
23.10.2021 9.00;1,51;;
23.10.2021 10.00;1,94;;
23.10.2021 11.00;1,45;;
23.10.2021 12.00;1,15;;
23.10.2021 13.00;0,79;;
23.10.2021 14.00;1,46;;
23.10.2021 15.00;2,08;;
23.10.2021 16.00;1,55;;
23.10.2021 17.00;0,85;;
23.10.2021 18.00;1,34;;
23.10.2021 19.00;1,4;;
23.10.2021 20.00;1,89;;
23.10.2021 21.00;1,98;;
23.10.2021 22.00;2,04;;
23.10.2021 23.00;2,46;;
24.10.2021 0.00;1,53;;
24.10.2021 1.00;2,48;;
24.10.2021 2.00;2,54;;
24.10.2021 3.00;1,91;;
24.10.2021 4.00;1,84;;
24.10.2021 5.00;2,04;;
24.10.2021 6.00;2,59;;
24.10.2021 7.00;2,6;;
24.10.2021 8.00;2,24;;
24.10.2021 9.00;1,67;;
24.10.2021 10.00;1,91;;
24.10.2021 11.00;2,48;;
24.10.2021 12.00;2,25;;
24.10.2021 13.00;1,85;;
24.10.2021 14.00;1,61;;
24.10.2021 15.00;1,59;;
24.10.2021 16.00;2,34;;
24.10.2021 17.00;2,35;;
24.10.2021 18.00;1,61;;
24.10.2021 19.00;1,31;;
24.10.2021 20.00;1,85;;
24.10.2021 21.00;2,2;;
24.10.2021 22.00;3,83;;
24.10.2021 23.00;1,85;;
25.10.2021 0.00;1,42;;
25.10.2021 1.00;1,66;;
25.10.2021 2.00;1,99;;
25.10.2021 3.00;2,22;;
25.10.2021 4.00;1,76;;
25.10.2021 5.00;1,52;;
25.10.2021 6.00;1,64;;
25.10.2021 7.00;2,23;;
25.10.2021 8.00;2,21;;
25.10.2021 9.00;1,64;;
25.10.2021 10.00;1,41;;
25.10.2021 11.00;1,6;;
25.10.2021 12.00;2,12;;
25.10.2021 13.00;2,06;;
25.10.2021 14.00;1,46;;
25.10.2021 15.00;1,19;;
25.10.2021 16.00;1,41;;
25.10.2021 17.00;2,07;;
25.10.2021 18.00;1,98;;
25.10.2021 19.00;1,4;;
25.10.2021 20.00;1,31;;
25.10.2021 21.00;1,38;;
25.10.2021 22.00;2,4;;
25.10.2021 23.00;3,65;;
26.10.2021 0.00;1,23;;
26.10.2021 1.00;1,22;;
26.10.2021 2.00;1,36;;
26.10.2021 3.00;1,95;;
26.10.2021 4.00;2,02;;
26.10.2021 5.00;1,29;;
26.10.2021 6.00;1,16;;
26.10.2021 7.00;1,2;;
26.10.2021 8.00;1,93;;
26.10.2021 9.00;1,85;;
26.10.2021 10.00;1,18;;
26.10.2021 11.00;1,17;;
26.10.2021 12.00;1,05;;
26.10.2021 13.00;1,72;;
26.10.2021 14.00;1,94;;
26.10.2021 15.00;1,2;;
26.10.2021 16.00;1,1;;
26.10.2021 17.00;1,11;;
26.10.2021 18.00;1,45;;
26.10.2021 19.00;1,9;;
26.10.2021 20.00;1,58;;
26.10.2021 21.00;1,06;;
26.10.2021 22.00;3,05;;
26.10.2021 23.00;1,27;;
27.10.2021 0.00;1,94;;
27.10.2021 1.00;1,91;;
27.10.2021 2.00;1,24;;
27.10.2021 3.00;1,12;;
27.10.2021 4.00;1,25;;
27.10.2021 5.00;1,89;;
27.10.2021 6.00;1,99;;
27.10.2021 7.00;1,4;;
27.10.2021 8.00;1,4;;
27.10.2021 9.00;1,29;;
27.10.2021 10.00;1,81;;
27.10.2021 11.00;2,17;;
27.10.2021 12.00;1,59;;
27.10.2021 13.00;1,35;;
27.10.2021 14.00;1,41;;
27.10.2021 15.00;1,66;;
27.10.2021 16.00;2,14;;
27.10.2021 17.00;1,77;;
27.10.2021 18.00;1,25;;
27.10.2021 19.00;1,38;;
27.10.2021 20.00;1,96;;
27.10.2021 21.00;2,11;;
27.10.2021 22.00;2,69;;
27.10.2021 23.00;2,37;;
28.10.2021 0.00;1,26;;
28.10.2021 1.00;2,01;;
28.10.2021 2.00;2,08;;
28.10.2021 3.00;1,24;;
28.10.2021 4.00;1,25;;
28.10.2021 5.00;1,5;;
28.10.2021 6.00;2,06;;
28.10.2021 7.00;2,02;;
28.10.2021 8.00;1,41;;
28.10.2021 9.00;1,31;;
28.10.2021 10.00;1,79;;
28.10.2021 11.00;2,2;;
28.10.2021 12.00;1,66;;
28.10.2021 13.00;1,26;;
28.10.2021 14.00;1,25;;
28.10.2021 15.00;1,77;;
28.10.2021 16.00;1,94;;
28.10.2021 17.00;1,25;;
28.10.2021 18.00;1,1;;
28.10.2021 19.00;1,18;;
28.10.2021 20.00;1,95;;
28.10.2021 21.00;1,7;;
28.10.2021 22.00;2,77;;
28.10.2021 23.00;1,22;;
29.10.2021 0.00;0,93;;
29.10.2021 1.00;1,66;;
29.10.2021 2.00;1,73;;
29.10.2021 3.00;0,91;;
29.10.2021 4.00;0,94;;
29.10.2021 5.00;0,99;;
29.10.2021 6.00;1,47;;
29.10.2021 7.00;1,68;;
29.10.2021 8.00;1,03;;
29.10.2021 9.00;0,88;;
29.10.2021 10.00;0,89;;
29.10.2021 11.00;1,04;;
29.10.2021 12.00;1,61;;
29.10.2021 13.00;1,29;;
29.10.2021 14.00;0,92;;
29.10.2021 15.00;0,79;;
29.10.2021 16.00;0,88;;
29.10.2021 17.00;1,32;;
29.10.2021 18.00;1,6;;
29.10.2021 19.00;0,98;;
29.10.2021 20.00;0,93;;
29.10.2021 21.00;0,84;;
29.10.2021 22.00;1,08;;
29.10.2021 23.00;3,39;;
30.10.2021 0.00;1,33;;
30.10.2021 1.00;0,91;;
30.10.2021 2.00;0,93;;
30.10.2021 3.00;0,8;;
30.10.2021 4.00;1,03;;
30.10.2021 5.00;1,69;;
30.10.2021 6.00;1,08;;
30.10.2021 7.00;0,83;;
30.10.2021 8.00;0,89;;
30.10.2021 9.00;0,76;;
30.10.2021 10.00;0,89;;
30.10.2021 11.00;1,65;;
30.10.2021 12.00;1,06;;
30.10.2021 13.00;0,81;;
30.10.2021 14.00;0,87;;
30.10.2021 15.00;0,77;;
30.10.2021 16.00;0,79;;
30.10.2021 17.00;1,53;;
30.10.2021 18.00;1,35;;
30.10.2021 19.00;0,82;;
30.10.2021 20.00;0,87;;
30.10.2021 21.00;0,75;;
30.10.2021 22.00;1;;
30.10.2021 23.00;2,69;;
31.10.2021 0.00;1,53;;
31.10.2021 1.00;1,32;;
31.10.2021 2.00;2,71;;
31.10.2021 3.00;0,83;;
31.10.2021 3.00;0,87;;
31.10.2021 4.00;0,89;;
31.10.2021 5.00;0,8;;
31.10.2021 6.00;0,89;;
31.10.2021 7.00;0,94;;
31.10.2021 8.00;2,16;;
31.10.2021 9.00;2,08;;
31.10.2021 10.00;1,04;;
31.10.2021 11.00;2;;
31.10.2021 12.00;1,02;;
31.10.2021 13.00;0,74;;
31.10.2021 14.00;0,65;;
31.10.2021 15.00;3,81;;
31.10.2021 16.00;2,37;;
31.10.2021 17.00;2,3;;
31.10.2021 18.00;2,53;;
31.10.2021 19.00;2,43;;
31.10.2021 20.00;1,69;;
31.10.2021 21.00;1,52;;
31.10.2021 22.00;3,68;;
31.10.2021 23.00;3,52;;
1.11.2021 0.00;3,58;;
1.11.2021 1.00;0,73;;
1.11.2021 2.00;1,06;;
1.11.2021 3.00;0,92;;
1.11.2021 4.00;0,52;;
1.11.2021 5.00;0,4;;
1.11.2021 6.00;0,62;;
1.11.2021 7.00;0,65;;
1.11.2021 8.00;0,76;;
1.11.2021 9.00;1,18;;
1.11.2021 10.00;0,66;;
1.11.2021 11.00;0,36;;
1.11.2021 12.00;0,47;;
1.11.2021 13.00;0,56;;
1.11.2021 14.00;1,22;;
1.11.2021 15.00;1,15;;
1.11.2021 16.00;0,62;;
1.11.2021 17.00;0,89;;
1.11.2021 18.00;0,82;;
1.11.2021 19.00;0,71;;
1.11.2021 20.00;1,32;;
1.11.2021 21.00;1,65;;
1.11.2021 22.00;3,13;;
1.11.2021 23.00;3,97;;
2.11.2021 0.00;4,41;;
2.11.2021 1.00;1,78;;
2.11.2021 2.00;1,09;;
2.11.2021 3.00;0,94;;
2.11.2021 4.00;1,02;;
2.11.2021 5.00;0,84;;
2.11.2021 6.00;1,61;;
2.11.2021 7.00;2,16;;
2.11.2021 8.00;2,17;;
2.11.2021 9.00;0,94;;
2.11.2021 10.00;0,98;;
2.11.2021 11.00;1,01;;
2.11.2021 12.00;1,62;;
2.11.2021 13.00;1,7;;
2.11.2021 14.00;0,95;;
2.11.2021 15.00;1;;
2.11.2021 16.00;1,33;;
2.11.2021 17.00;1,07;;
2.11.2021 18.00;1,81;;
2.11.2021 19.00;2,61;;
2.11.2021 20.00;1,17;;
2.11.2021 21.00;1,06;;
2.11.2021 22.00;1,83;;
2.11.2021 23.00;3,97;;
3.11.2021 0.00;4,79;;
3.11.2021 1.00;1,66;;
3.11.2021 2.00;0,89;;
3.11.2021 3.00;0,97;;
3.11.2021 4.00;1;;
3.11.2021 5.00;1,29;;
3.11.2021 6.00;1,91;;
3.11.2021 7.00;1,19;;
3.11.2021 8.00;0,85;;
3.11.2021 9.00;0,92;;
3.11.2021 10.00;1,24;;
3.11.2021 11.00;1,59;;
3.11.2021 12.00;1,2;;
3.11.2021 13.00;0,93;;
3.11.2021 14.00;0,85;;
3.11.2021 15.00;1,29;;
3.11.2021 16.00;1,98;;
3.11.2021 17.00;1,74;;
3.11.2021 18.00;3,41;;
3.11.2021 19.00;1,83;;
3.11.2021 20.00;1,16;;
3.11.2021 21.00;1,61;;
3.11.2021 22.00;4;;
3.11.2021 23.00;4,07;;
4.11.2021 0.00;4,14;;
4.11.2021 1.00;2,18;;
4.11.2021 2.00;1,09;;
4.11.2021 3.00;1,8;;
4.11.2021 4.00;1,55;;
4.11.2021 5.00;0,96;;
4.11.2021 6.00;1,19;;
4.11.2021 7.00;1,25;;
4.11.2021 8.00;1,4;;
4.11.2021 9.00;1,8;;
4.11.2021 10.00;1,06;;
4.11.2021 11.00;0,97;;
4.11.2021 12.00;0,98;;
4.11.2021 13.00;1,49;;
4.11.2021 14.00;1,74;;
4.11.2021 15.00;1,19;;
4.11.2021 16.00;1,74;;
4.11.2021 17.00;1,21;;
4.11.2021 18.00;2,07;;
4.11.2021 19.00;3,1;;
4.11.2021 20.00;1,19;;
4.11.2021 21.00;1,06;;
4.11.2021 22.00;2,11;;
4.11.2021 23.00;4,69;;
5.11.2021 0.00;4,12;;
5.11.2021 1.00;4,09;;
5.11.2021 2.00;2,04;;
5.11.2021 3.00;1,18;;
5.11.2021 4.00;1,77;;
5.11.2021 5.00;1,01;;
5.11.2021 6.00;1,07;;
5.11.2021 7.00;1,17;;
5.11.2021 8.00;1,36;;
5.11.2021 9.00;1,71;;
5.11.2021 10.00;1,1;;
5.11.2021 11.00;0,87;;
5.11.2021 12.00;0,94;;
5.11.2021 13.00;1,61;;
5.11.2021 14.00;1,64;;
5.11.2021 15.00;2,04;;
5.11.2021 16.00;1,42;;
5.11.2021 17.00;1,03;;
5.11.2021 18.00;2,13;;
5.11.2021 19.00;2,21;;
5.11.2021 20.00;1,09;;
5.11.2021 21.00;1,24;;
5.11.2021 22.00;2,01;;
5.11.2021 23.00;4,11;;
6.11.2021 0.00;4,19;;
6.11.2021 1.00;1,82;;
6.11.2021 2.00;1,17;;
6.11.2021 3.00;1,03;;
6.11.2021 4.00;1,06;;
6.11.2021 5.00;0,96;;
6.11.2021 6.00;1,76;;
6.11.2021 7.00;1,67;;
6.11.2021 8.00;0,81;;
6.11.2021 9.00;1,17;;
6.11.2021 10.00;2,27;;
6.11.2021 11.00;2,8;;
6.11.2021 12.00;2,2;;
6.11.2021 13.00;2,14;;
6.11.2021 14.00;1,08;;
6.11.2021 15.00;0,91;;
6.11.2021 16.00;0,98;;
6.11.2021 17.00;0,98;;
6.11.2021 18.00;1,77;;
6.11.2021 19.00;1,6;;
6.11.2021 20.00;0,99;;
6.11.2021 21.00;1,08;;
6.11.2021 22.00;0,91;;
6.11.2021 23.00;4,32;;
7.11.2021 0.00;4,44;;
7.11.2021 1.00;2,86;;
7.11.2021 2.00;1,22;;
7.11.2021 3.00;1,17;;
7.11.2021 4.00;1,93;;
7.11.2021 5.00;1,26;;
7.11.2021 6.00;0,95;;
7.11.2021 7.00;1,32;;
7.11.2021 8.00;1,29;;
7.11.2021 9.00;2,1;;
7.11.2021 10.00;1,43;;
7.11.2021 11.00;2,98;;
7.11.2021 12.00;1,25;;
7.11.2021 13.00;1,51;;
7.11.2021 14.00;1,5;;
7.11.2021 15.00;2,52;;
7.11.2021 16.00;3,06;;
7.11.2021 17.00;1,6;;
7.11.2021 18.00;3,47;;
7.11.2021 19.00;2,55;;
7.11.2021 20.00;2,43;;
7.11.2021 21.00;1,38;;
7.11.2021 22.00;4,58;;
7.11.2021 23.00;4,43;;
8.11.2021 0.00;4,93;;
8.11.2021 1.00;2,36;;
8.11.2021 2.00;1,56;;
8.11.2021 3.00;1,49;;
8.11.2021 4.00;2,17;;
8.11.2021 5.00;2,32;;
8.11.2021 6.00;2,57;;
8.11.2021 7.00;3,58;;
8.11.2021 8.00;1,9;;
8.11.2021 9.00;2,66;;
8.11.2021 10.00;2,46;;
8.11.2021 11.00;1,76;;
8.11.2021 12.00;1,46;;
8.11.2021 13.00;1,72;;
8.11.2021 14.00;2,3;;
8.11.2021 15.00;2,59;;
8.11.2021 16.00;3,1;;
8.11.2021 17.00;2,36;;
8.11.2021 18.00;2,05;;
8.11.2021 19.00;3,63;;
8.11.2021 20.00;3,66;;
8.11.2021 21.00;2,23;;
8.11.2021 22.00;3,14;;
8.11.2021 23.00;4,89;;
9.11.2021 0.00;5,7;;
9.11.2021 1.00;3,45;;
9.11.2021 2.00;1,71;;
9.11.2021 3.00;1,76;;
9.11.2021 4.00;1,78;;
9.11.2021 5.00;2,6;;
9.11.2021 6.00;2,97;;
9.11.2021 7.00;3,27;;
9.11.2021 8.00;1,75;;
9.11.2021 9.00;2,51;;
9.11.2021 10.00;3,31;;
9.11.2021 11.00;3,64;;
9.11.2021 12.00;2,66;;
9.11.2021 13.00;2,81;;
9.11.2021 14.00;2,51;;
9.11.2021 15.00;2,27;;
9.11.2021 16.00;3,48;;
9.11.2021 17.00;2,87;;
9.11.2021 18.00;2,43;;
9.11.2021 19.00;3,77;;
9.11.2021 20.00;3,2;;
9.11.2021 21.00;2,07;;
9.11.2021 22.00;4,03;;
9.11.2021 23.00;4,82;;
10.11.2021 0.00;5,01;;
10.11.2021 1.00;5,48;;
10.11.2021 2.00;2,09;;
10.11.2021 3.00;1,53;;
10.11.2021 4.00;1,46;;
10.11.2021 5.00;1,33;;
10.11.2021 6.00;1,74;;
10.11.2021 7.00;1,14;;
10.11.2021 8.00;0,49;;
10.11.2021 9.00;1,23;;
10.11.2021 10.00;0,75;;
10.11.2021 11.00;0,36;;
10.11.2021 12.00;0,42;;
10.11.2021 13.00;0,5;;
10.11.2021 14.00;1,25;;
10.11.2021 15.00;1,38;;
10.11.2021 16.00;1,15;;
10.11.2021 17.00;0,67;;
10.11.2021 18.00;1,17;;
10.11.2021 19.00;2,8;;
10.11.2021 20.00;2,1;;
10.11.2021 21.00;1,36;;
10.11.2021 22.00;2,7;;
10.11.2021 23.00;4,22;;
11.11.2021 0.00;5,01;;
11.11.2021 1.00;2,61;;
11.11.2021 2.00;1,1;;
11.11.2021 3.00;1,16;;
11.11.2021 4.00;1,18;;
11.11.2021 5.00;1,16;;
11.11.2021 6.00;2,06;;
11.11.2021 7.00;1,58;;
11.11.2021 8.00;1,27;;
11.11.2021 9.00;1,21;;
11.11.2021 10.00;1,14;;
11.11.2021 11.00;1,27;;
11.11.2021 12.00;2,7;;
11.11.2021 13.00;2,52;;
11.11.2021 14.00;1,18;;
11.11.2021 15.00;1,16;;
11.11.2021 16.00;1,6;;
11.11.2021 17.00;1,69;;
11.11.2021 18.00;1,51;;
11.11.2021 19.00;1,67;;
11.11.2021 20.00;2,23;;
11.11.2021 21.00;1,94;;
11.11.2021 22.00;4,39;;
11.11.2021 23.00;4,45;;
12.11.2021 0.00;4,32;;
12.11.2021 1.00;2,43;;
12.11.2021 2.00;1,11;;
12.11.2021 3.00;1,33;;
12.11.2021 4.00;1,91;;
12.11.2021 5.00;1,79;;
12.11.2021 6.00;1,42;;
12.11.2021 7.00;2,04;;
12.11.2021 8.00;1,24;;
12.11.2021 9.00;1,28;;
12.11.2021 10.00;1,84;;
12.11.2021 11.00;1,85;;
12.11.2021 12.00;1,28;;
12.11.2021 13.00;1,59;;
12.11.2021 14.00;1,34;;
12.11.2021 15.00;1,35;;
12.11.2021 16.00;1,99;;
12.11.2021 17.00;1,84;;
12.11.2021 18.00;1,39;;
12.11.2021 19.00;0,98;;
12.11.2021 20.00;1,25;;
12.11.2021 21.00;0,79;;
12.11.2021 22.00;5,34;;
12.11.2021 23.00;4,6;;
13.11.2021 0.00;2,87;;
13.11.2021 1.00;0,72;;
13.11.2021 2.00;1,55;;
13.11.2021 3.00;1,69;;
13.11.2021 4.00;1,35;;
13.11.2021 5.00;1,02;;
13.11.2021 6.00;1,04;;
13.11.2021 7.00;2;;
13.11.2021 8.00;1,32;;
13.11.2021 9.00;1,51;;
13.11.2021 10.00;1,23;;
13.11.2021 11.00;2,67;;
13.11.2021 12.00;1,83;;
13.11.2021 13.00;1,42;;
13.11.2021 14.00;1,19;;
13.11.2021 15.00;1,87;;
13.11.2021 16.00;1,83;;
13.11.2021 17.00;1,8;;
13.11.2021 18.00;0,85;;
13.11.2021 19.00;1,65;;
13.11.2021 20.00;1,81;;
13.11.2021 21.00;1,91;;
13.11.2021 22.00;1,93;;
13.11.2021 23.00;4,46;;
14.11.2021 0.00;4,01;;
14.11.2021 1.00;3,64;;
14.11.2021 2.00;1,55;;
14.11.2021 3.00;1,63;;
14.11.2021 4.00;2,36;;
14.11.2021 5.00;2,37;;
14.11.2021 6.00;1,57;;
14.11.2021 7.00;1,82;;
14.11.2021 8.00;2,38;;
14.11.2021 9.00;2,57;;
14.11.2021 10.00;2,58;;
14.11.2021 11.00;2,48;;
14.11.2021 12.00;2,96;;
14.11.2021 13.00;5,65;;
14.11.2021 14.00;5,66;;
14.11.2021 15.00;6,49;;
14.11.2021 16.00;6,71;;
14.11.2021 17.00;4,85;;
14.11.2021 18.00;5,3;;
14.11.2021 19.00;4,31;;
14.11.2021 20.00;2,69;;
14.11.2021 21.00;1,89;;
14.11.2021 22.00;2,95;;
14.11.2021 23.00;1,73;;
15.11.2021 0.00;1,73;;
15.11.2021 1.00;2,08;;
15.11.2021 2.00;2,46;;
15.11.2021 3.00;1,68;;
15.11.2021 4.00;1,53;;
15.11.2021 5.00;1,49;;
15.11.2021 6.00;4,14;;
15.11.2021 7.00;5,62;;
15.11.2021 8.00;1,55;;
15.11.2021 9.00;1,1;;
15.11.2021 10.00;1,63;;
15.11.2021 11.00;1,7;;
15.11.2021 12.00;2,3;;
15.11.2021 13.00;1,49;;
15.11.2021 14.00;1,05;;
15.11.2021 15.00;1,48;;
15.11.2021 16.00;2,95;;
15.11.2021 17.00;4,05;;
15.11.2021 18.00;3,36;;
15.11.2021 19.00;1,15;;
15.11.2021 20.00;2,05;;
15.11.2021 21.00;1,35;;
15.11.2021 22.00;3,09;;
15.11.2021 23.00;1,34;;
16.11.2021 0.00;1,21;;
16.11.2021 1.00;0,74;;
16.11.2021 2.00;0,33;;
16.11.2021 3.00;0,4;;
16.11.2021 4.00;0,68;;
16.11.2021 5.00;1,11;;
16.11.2021 6.00;1,31;;
16.11.2021 7.00;3,3;;
16.11.2021 8.00;1,13;;
16.11.2021 9.00;1,15;;
16.11.2021 10.00;1,47;;
16.11.2021 11.00;1,73;;
16.11.2021 12.00;1,06;;
16.11.2021 13.00;1,04;;
16.11.2021 14.00;1,01;;
16.11.2021 15.00;1,28;;
16.11.2021 16.00;2,46;;
16.11.2021 17.00;1,98;;
16.11.2021 18.00;2,15;;
16.11.2021 19.00;3,47;;
16.11.2021 20.00;1,37;;
16.11.2021 21.00;1,23;;
16.11.2021 22.00;4,16;;
16.11.2021 23.00;4,09;;
17.11.2021 0.00;3,04;;
17.11.2021 1.00;1,44;;
17.11.2021 2.00;0,95;;
17.11.2021 3.00;1,04;;
17.11.2021 4.00;1,04;;
17.11.2021 5.00;0,96;;
17.11.2021 6.00;1,66;;
17.11.2021 7.00;1,63;;
17.11.2021 8.00;0,92;;
17.11.2021 9.00;0,92;;
17.11.2021 10.00;0,91;;
17.11.2021 11.00;0,88;;
17.11.2021 12.00;0,88;;
17.11.2021 13.00;1,33;;
17.11.2021 14.00;1,55;;
17.11.2021 15.00;0,92;;
17.11.2021 16.00;2,18;;
17.11.2021 17.00;1,6;;
17.11.2021 18.00;1,08;;
17.11.2021 19.00;1,3;;
17.11.2021 20.00;1,19;;
17.11.2021 21.00;1,7;;
17.11.2021 22.00;1,78;;
17.11.2021 23.00;4,06;;
18.11.2021 0.00;4,13;;
18.11.2021 1.00;2,83;;
18.11.2021 2.00;1,04;;
18.11.2021 3.00;1,04;;
18.11.2021 4.00;1,08;;
18.11.2021 5.00;1,5;;
18.11.2021 6.00;1,74;;
18.11.2021 7.00;1,21;;
18.11.2021 8.00;1,18;;
18.11.2021 9.00;1,09;;
18.11.2021 10.00;1,02;;
18.11.2021 11.00;0,97;;
18.11.2021 12.00;1,74;;
18.11.2021 13.00;1,38;;
18.11.2021 14.00;0,91;;
18.11.2021 15.00;1,2;;
18.11.2021 16.00;0,96;;
18.11.2021 17.00;1,16;;
18.11.2021 18.00;2,35;;
18.11.2021 19.00;1,58;;
18.11.2021 20.00;1,17;;
18.11.2021 21.00;2,65;;
18.11.2021 22.00;4,19;;
18.11.2021 23.00;5,13;;
19.11.2021 0.00;2,26;;
19.11.2021 1.00;1,19;;
19.11.2021 2.00;1,07;;
19.11.2021 3.00;1,73;;
19.11.2021 4.00;1,95;;
19.11.2021 5.00;1,14;;
19.11.2021 6.00;1,91;;
19.11.2021 7.00;3,22;;
19.11.2021 8.00;3,21;;
19.11.2021 9.00;1,78;;
19.11.2021 10.00;1,21;;
19.11.2021 11.00;1,3;;
19.11.2021 12.00;1,52;;
19.11.2021 13.00;2,04;;
19.11.2021 14.00;1,49;;
19.11.2021 15.00;1,21;;
19.11.2021 16.00;2,19;;
19.11.2021 17.00;2,18;;
19.11.2021 18.00;1,66;;
19.11.2021 19.00;1,44;;
19.11.2021 20.00;1,67;;
19.11.2021 21.00;1,47;;
19.11.2021 22.00;4,03;;
19.11.2021 23.00;4,65;;
20.11.2021 0.00;4,86;;
20.11.2021 1.00;4,73;;
20.11.2021 2.00;0,88;;
20.11.2021 3.00;0,99;;
20.11.2021 4.00;1,17;;
20.11.2021 5.00;1,69;;
20.11.2021 6.00;1,6;;
20.11.2021 7.00;1,42;;
20.11.2021 8.00;1,37;;
20.11.2021 9.00;2,95;;
20.11.2021 10.00;1,52;;
20.11.2021 11.00;2,18;;
20.11.2021 12.00;1,38;;
20.11.2021 13.00;1,21;;
20.11.2021 14.00;1,56;;
20.11.2021 15.00;1,55;;
20.11.2021 16.00;1,45;;
20.11.2021 17.00;2,37;;
20.11.2021 18.00;1,8;;
20.11.2021 19.00;2,44;;
20.11.2021 20.00;2,26;;
20.11.2021 21.00;1,77;;
20.11.2021 22.00;2,82;;
20.11.2021 23.00;4,54;;
21.11.2021 0.00;4,53;;
21.11.2021 1.00;1,17;;
21.11.2021 2.00;1,49;;
21.11.2021 3.00;1,04;;
21.11.2021 4.00;1,14;;
21.11.2021 5.00;1,35;;
21.11.2021 6.00;2,35;;
21.11.2021 7.00;1,79;;
21.11.2021 8.00;1,16;;
21.11.2021 9.00;1,77;;
21.11.2021 10.00;2,41;;
21.11.2021 11.00;2,44;;
21.11.2021 12.00;1,65;;
21.11.2021 13.00;2,59;;
21.11.2021 14.00;1,96;;
21.11.2021 15.00;1,34;;
21.11.2021 16.00;2,1;;
21.11.2021 17.00;2,77;;
21.11.2021 18.00;1,95;;
21.11.2021 19.00;2,18;;
21.11.2021 20.00;2,53;;
21.11.2021 21.00;1,99;;
21.11.2021 22.00;3,73;;
21.11.2021 23.00;4,55;;
22.11.2021 0.00;4,81;;
22.11.2021 1.00;3,16;;
22.11.2021 2.00;1,79;;
22.11.2021 3.00;2,75;;
22.11.2021 4.00;1,92;;
22.11.2021 5.00;1,48;;
22.11.2021 6.00;3,77;;
22.11.2021 7.00;2,59;;
22.11.2021 8.00;2,79;;
22.11.2021 9.00;2,17;;
22.11.2021 10.00;2,14;;
22.11.2021 11.00;2,08;;
22.11.2021 12.00;1,78;;
22.11.2021 13.00;2,96;;
22.11.2021 14.00;2,71;;
22.11.2021 15.00;2,13;;
22.11.2021 16.00;1,96;;
22.11.2021 17.00;2,86;;
22.11.2021 18.00;3,63;;
22.11.2021 19.00;2,8;;
22.11.2021 20.00;2,84;;
22.11.2021 21.00;2,22;;
22.11.2021 22.00;4,76;;
22.11.2021 23.00;5,03;;
23.11.2021 0.00;5,17;;
23.11.2021 1.00;3,28;;
23.11.2021 2.00;1,54;;
23.11.2021 3.00;2,74;;
23.11.2021 4.00;2,99;;
23.11.2021 5.00;1,95;;
23.11.2021 6.00;3,19;;
23.11.2021 7.00;4,04;;
23.11.2021 8.00;2,9;;
23.11.2021 9.00;2,43;;
23.11.2021 10.00;2,35;;
23.11.2021 11.00;2,1;;
23.11.2021 12.00;1,74;;
23.11.2021 13.00;3,02;;
23.11.2021 14.00;2,53;;
23.11.2021 15.00;1,68;;
23.11.2021 16.00;2,03;;
23.11.2021 17.00;2,57;;
23.11.2021 18.00;2,75;;
23.11.2021 19.00;1,94;;
23.11.2021 20.00;2,28;;
23.11.2021 21.00;1,12;;
23.11.2021 22.00;2,56;;
23.11.2021 23.00;4,66;;
24.11.2021 0.00;4,74;;
24.11.2021 1.00;4,25;;
24.11.2021 2.00;0,49;;
24.11.2021 3.00;1,55;;
24.11.2021 4.00;1,54;;
24.11.2021 5.00;2,31;;
24.11.2021 6.00;1,4;;
24.11.2021 7.00;4,28;;
24.11.2021 8.00;1,7;;
24.11.2021 9.00;1,91;;
24.11.2021 10.00;2,34;;
24.11.2021 11.00;1,63;;
24.11.2021 12.00;1,62;;
24.11.2021 13.00;1,59;;
24.11.2021 14.00;2,11;;
24.11.2021 15.00;2,23;;
24.11.2021 16.00;2,76;;
24.11.2021 17.00;2,96;;
24.11.2021 18.00;2,48;;
24.11.2021 19.00;2,86;;
24.11.2021 20.00;2,71;;
24.11.2021 21.00;1,95;;
24.11.2021 22.00;2,47;;
24.11.2021 23.00;5,41;;
25.11.2021 0.00;4,75;;
25.11.2021 1.00;2,58;;
25.11.2021 2.00;1,92;;
25.11.2021 3.00;1,74;;
25.11.2021 4.00;2,52;;
25.11.2021 5.00;2,66;;
25.11.2021 6.00;2,2;;
25.11.2021 7.00;1,15;;
25.11.2021 8.00;2,26;;
25.11.2021 9.00;4,22;;
25.11.2021 10.00;2,83;;
25.11.2021 11.00;1,84;;
